Group Core Meaning,Word,Sense,Meaning,Source,,,,
contest,an occasion on which a winner is selected from among two or more contestants,XLSX,,
contract,a binding agreement between two or more persons that is enforceable by law,XLSX,,
contrite,"(adj, +ve) genuinely remorseful, penitent",PDF,,
contrition,sorrow for sin arising from fear of damnation,GREG_MAT,,
convenient,suited to your comfort or purpose or needs,XLSX,,
convention,a large formal assembly,GREG_MAT,,
convey,"make known; pass on, of information",XLSX,,
convolute,"curl, wind, or twist together",XLSX,,
convolution,the shape of something rotating rapidly,XLSX,,
correlate,"(verb/noun, N) relate, connect statistically",PDF,,
countenance,"(noun/verb, N) the face | tolerate, approve of",BOTH,,
counter,table consisting of a horizontal surface over which business is transacted,XLSX,,
counterbalance,a weight that balances another weight,XLSX,,
counterpart,a person or thing having the same function or characteristics as another,XLSX,,
counterweight,a weight that balances another weight,XLSX,,
coy,"(adj, -ve) evasively, teasingly shy",PDF,,
crescendo,"(noun/verb, N) a building climax",PDF,,
criminality,the state of being a criminal,XLSX,,
culmination,a final climactic stage,XLSX,,
curmudgeon,"(noun, -ve) a grouchy, ill-tempered person",PDF,,
cut,a share of the profits,XLSX,,
daunt,cause to lose courage,XLSX,,
degrade,"reduce the level of land, as by erosion",XLSX,,
delightful,greatly pleasing or entertaining,XLSX,,
demonstrable,necessarily or demonstrably true,XLSX,,
deviation,a variation that deviates from the standard or norm,XLSX,,
devotion,feelings of ardent love,XLSX,,
dictate,"(verb/noun, -ve) command, impose | a command (noun)",PDF,,
dilettante,"(noun, -ve) a shallow dabbler, amateur",PDF,,
disabuse,free somebody (from an erroneous belief),XLSX,,
discipline,a branch of knowledge,XLSX,,
discomfit,"(verb, -ve) embarrass, unsettle",PDF,,
disconcerting,"(adj, -ve) unsettlingly disturbing",PDF,,
discount,"(verb/noun, N) disregard, dismiss as unimportant",PDF,,
discretion,freedom to act or judge on one's own,GREG_MAT,,
discretionary,having or using the ability to act or decide according to your own discretion or judgment,XLSX,,
discursive,proceeding to a conclusion by reason or argument rather than intuition,XLSX,,
disentangle,"(verb, +ve) unravel, free from complication",PDF,,
disincline,make unwilling,XLSX,,
disjunction,state of being disconnected,XLSX,,
disparateness,utter dissimilarity,XLSX,,
dispassionately,in an impartially dispassionate manner,XLSX,,
displease,give displeasure to,XLSX,,
dispose,"give, sell, or transfer to another",XLSX,,
disproportionate,out of proportion,XLSX,,
disquisition,an elaborate analytical or explanatory essay or discussion,XLSX,,
distill,"(verb, +ve) extract the essence of",PDF,,
distillation,the process of purifying a liquid by boiling it and condensing its vapors,XLSX,,
diverge,move or draw apart,GREG_MAT,,
divest,take away possessions from someone,XLSX,,
divination,successful conjecture by unusual insight or good luck,XLSX,,
domestic,a servant who is paid to perform menial tasks around the household,XLSX,,
drier,"a substance that promotes drying (e.g., calcium oxide absorbs water and is used to remove moisture)",XLSX,,
dutiable,subject to import tax,XLSX,,
ecological,characterized by the interdependence of living organisms in an environment,XLSX,,
economic,"of or relating to an economy, the system of production and management of material wealth",XLSX,,
economical,using the minimum of time or resources necessary for effectiveness,XLSX,,
economy,"(noun, N) thrift, efficiency | the financial system",PDF,,
edification,uplifting enlightenment,GREG_MAT,,
egalitarian,"(adj, +ve) favoring equality for all",BOTH,,
elemental,relating to or being an element,XLSX,,
embody,represent in bodily form,XLSX,,
embrace,the act of clasping another person in the arms (as in greeting or affection),XLSX,,
empirical,"(adj, +ve) based on observation and experiment",BOTH,,
empiricism,(philosophy) the doctrine that knowledge derives from experience,GREG_MAT,,
empower,give or delegate power or authority to,XLSX,,
emulsify,cause to become an emulsion; make into an emulsion,XLSX,,
enormity,the quality of being outrageous,XLSX,,
ensue,"(verb, N) follow as a result",PDF,,
entail,land received by fee tail,XLSX,,
entanglement,an intricate trap that entangles or ensnares its victim,XLSX,,
enterprising,"marked by imagination, initiative, and readiness to undertake new projects",XLSX,,
entitled,"(adj, -ve) expecting privilege as one's due",PDF,,
enviable,causing envy,XLSX,,
episode,a happening that is distinctive in a series of related events,XLSX,,
ethical,of or relating to the philosophical study of ethics,XLSX,,
euphemism,"(noun, N) a mild substitute for a harsh term",BOTH,,
evocatively,(GRE vocabulary term),XLSX,,
evolve,work out,XLSX,,
exact,claim as due or just,XLSX,,
excite,arouse or elicit a feeling,XLSX,,
exhaust,gases ejected from an engine as waste products,GREG_MAT,,
exorcise,"(verb, N) drive out (a spirit, a bad memory)",PDF,,
exorcism,freeing from evil spirits,GREG_MAT,,
experimental,relating to or based on experiment,XLSX,,
expiation,compensation for a wrong,XLSX,,
exploit,a notable achievement,GREG_MAT,,
exploiter,a person who uses something or someone selfishly or unethically,XLSX,,
extenuating,"(adj, +ve) mitigating, partially excusing (circumstances)",PDF,,
extraction,the process of obtaining something from a mixture or compound by chemical or physical or mechanical means,XLSX,,
extremist,a person who holds extreme views,XLSX,,
exude,release (a liquid) in drops or small quantities,XLSX,,
facet,a distinct feature or element in a problem,XLSX,,
facility,"(noun, +ve) effortless ease, skill | a building",BOTH,,
fallibility,the likelihood of making errors,GREG_MAT,,
fallible,"(adj, N) capable of error, imperfect",PDF,,
falter,"(verb, -ve) waver, stumble, lose momentum",PDF,,
fasten,cause to be firmly attached,XLSX,,
faultlessness,the quality of being without an error or fault,XLSX,,
favor,an act of gracious kindness,XLSX,,
feasibility,the quality of being doable,GREG_MAT,,
feat,a notable achievement,XLSX,,
feint,"(noun/verb, -ve) a deceptive move to mislead",PDF,,
first-handed,(GRE vocabulary term),XLSX,,
fixation,an abnormal state in which development has stopped prematurely,XLSX,,
fleet,group of aircraft operating together under the same ownership,XLSX,,
flippancy,inappropriate levity,XLSX,,
flippant,showing inappropriate levity,XLSX,,
flush,the period of greatest prosperity or productivity,XLSX,,
formal,a lavish dance requiring formal attire,XLSX,,
formality,a requirement of etiquette or custom,XLSX,,
formulaic,characterized by or in accordance with some formula,XLSX,,
fortitude,"(noun, +ve) enduring + courage",PDF,,
frail,the weight of a frail (basket) full of raisins or figs; between 50 and 75 pounds,GREG_MAT,,
free,people who are free,XLSX,,
free-for-all,a noisy fight in a crowd,XLSX,,
fresh,"recently made, produced, or harvested",XLSX,,
fringe,"(noun/adj, N) the edge, margin (fringe views = -ve)",PDF,,
frown,a facial expression of dislike or displeasure,XLSX,,
fuel,a substance that can be consumed to produce energy,XLSX,,
fulcrum,"(noun, N) the pivot point everything turns on",PDF,,
function,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),XLSX,,
functionally,with respect to function,XLSX,,
gadfly,a persistently annoying person,XLSX,,
generic,a wine that is a blend of several varieties of grapes with no one grape predominating; a wine that does not carry the name of any specific grape,XLSX,,
glib,"(adj, -ve) slickly fluent but shallow",BOTH,,
glory,a state of high honor,XLSX,,
gradual,(Roman Catholic Church) an antiphon (usually from the Book of Psalms) immediately after the epistle at Mass,XLSX,,
gratitude,a feeling of thankfulness and appreciation,XLSX,,
grimy,thickly covered with ingrained dirt or soot,XLSX,,
groundless,without a basis in reason or fact,XLSX,,
habitable,fit for habitation,XLSX,,
halcyon,(Greek mythology) a woman who was turned into a kingfisher,XLSX,,
handiwork,a work produced by hand labor,XLSX,,
harrowing,"(adj, -ve) acutely distressing, traumatic",PDF,,
heterogeneously,(GRE vocabulary term),XLSX,,
hew,make or shape as with an axe,XLSX,,
hind,any of several mostly spotted fishes that resemble groupers,XLSX,,
historicism,a theory that social and cultural events are determined by history,XLSX,,
histrionic,"(adj, -ve) melodramatically theatrical",BOTH,,
histrionics,a performance of a play,GREG_MAT,,
hodgepodge,"(noun, -ve) a jumbled, messy mixture",BOTH,,
hone,a whetstone made of fine gritstone; used for sharpening razors,XLSX,,
hybrid,"a word that is composed of parts from different languages (e.g., `monolingual' has a Greek prefix and a Latin root)",XLSX,,
iconoclasm,the orientation of an iconoclast,GREG_MAT,,
imago,(psychoanalysis) an idealized image of someone (usually a parent) formed in childhood,XLSX,,
immediacy,lack of an intervening or mediating agency,XLSX,,
immerse,thrust or throw into,XLSX,,
imminent,"(adj, N) about to happen, impending",PDF,,
impervious,"(adj, N) impermeable | unaffected by (criticism)",PDF,,
implementation,the act of accomplishing some aim or executing some order,XLSX,,
implicate,bring into intimate and incriminating connection,XLSX,,
impracticable,not capable of being carried out or put into practice,XLSX,,
impregnable,immune to attack; incapable of being tampered with,XLSX,,
inalienable,"(adj, +ve) unremovable, absolute (rights)",PDF,,
inclusiveness,(GRE vocabulary term),XLSX,,
incommensurate,not corresponding in size or degree or extent,XLSX,,
incontrovertible,"(adj, +ve) indisputably undeniable",PDF,,
incredible,beyond belief or understanding,XLSX,,
index,a numerical scale used to compare variables with one another or with some reference number,XLSX,,
indication,something that serves to indicate or suggest,XLSX,,
indirect,having intervening factors or persons or influences,XLSX,,
indiscreet,lacking discretion; injudicious,XLSX,,
indiscretion,the trait of being injudicious,XLSX,,
inductive,arising from inductance,XLSX,,
indulgence,an inability to resist the gratification of whims and desires,XLSX,,
ineluctable,"(adj, N) inescapably inevitable",PDF,,
inexpressible,defying expression,XLSX,,
infectious,caused by infection or capable of causing infection,XLSX,,
infelicity,"(noun, -ve) an awkward, inapt expression",PDF,,
inhabit,inhabit or live in; be an inhabitant of,XLSX,,
inhibition,(psychology) the conscious exclusion of unacceptable thoughts or desires,GREG_MAT,,
innocuously,(GRE vocabulary term),XLSX,,
inquisitive,"(adj, N) curious (can shade into prying)",PDF,,
insidious,"(adj, -ve) stealthily, gradually harmful",PDF,,
insurmountable,not capable of being surmounted or overcome,XLSX,,
intangible,assets that are saleable though not material or physical,XLSX,,
interchangeably,in an interchangeable manner,XLSX,,
interdisciplinary,drawing from or characterized by participation of two or more fields of study,XLSX,,
interest,a sense of concern with and curiosity about someone or something,XLSX,,
intoxication,the physiological state produced by a poison or other toxic substance,XLSX,,
intrasigence,,GREG_MAT,,
inundate,"(verb, -ve) flood, overwhelm",PDF,,
inversion,the layer of air near the earth is cooler than an overlying layer,XLSX,,
invisible,impossible or nearly impossible to see; imperceptible by the eye,XLSX,,
involuntary,not subject to the control of the will; ; ; ; - John F.Kennedy,XLSX,,
irenic,conducive to peace,XLSX,,
irrational,a real number that cannot be expressed as a rational number,XLSX,,
jar,a vessel (usually cylindrical) with a wide mouth and without handles,XLSX,,
jockey,someone employed to ride horses in horse races,XLSX,,
kill,the act of terminating a life,XLSX,,
laboratory,a workplace for the conduct of scientific research,XLSX,,
latitude,"(noun, +ve) freedom of action, leeway",PDF,,
legacy,(law) a gift of personal property by will,XLSX,,
legislation,law enacted by a legislative body,XLSX,,
legitimate,make legal,XLSX,,
liberalization,the act of making less strict,XLSX,,
liberation,the act of liberating someone or something,XLSX,,
liberator,someone who releases people from captivity or bondage,XLSX,,
libertine,"(noun/adj, -ve) a morally unrestrained pleasure-seeker",PDF,,
link,the means of connection between things linked in series,XLSX,,
lionization,,GREG_MAT,,
list,a database containing an ordered array of items (names or topics),XLSX,,
literal,a mistake in printed matter resulting from mechanical failures of some kind,XLSX,,
loathe,"(verb, -ve) detest, hate intensely",PDF,,
loathesome,,GREG_MAT,,
localize,identify the location or place of,XLSX,,
longer-term,(GRE vocabulary term),XLSX,,
lucubration,a solemn literary work that is the product of laborious cogitation,XLSX,,
macabre,"(adj, -ve) gruesomely death-focused",PDF,,
madcap,a reckless impetuous irresponsible person,XLSX,,
magnitude,the property of relative size or extent (whether large or small),XLSX,,
malefactor,someone who has committed a crime or has been legally convicted of a crime,XLSX,,
malevolence,wishing evil to others,GREG_MAT,,
malinger,"avoid responsibilities and duties, e.g., by pretending to be ill",XLSX,,
malodorous,having an unpleasant smell,XLSX,,
manage,be successful; achieve a goal,XLSX,,
mark,a number or letter indicating quality (especially of a student's performance),XLSX,,
marker,some conspicuous object used to distinguish or mark something,XLSX,,
mass,the property of a body that causes it to have weight in a gravitational field,XLSX,,
master,an artist of consummate skill,XLSX,,
mastery,great skillfulness and knowledge of some subject or activity,XLSX,,
merit,any admirable quality or attribute,GREG_MAT,,
ministration,assistance in time of difficulty,XLSX,,
misanthropic,"(adj, -ve) hating humankind",PDF,,
miscreant,"(noun, -ve) a villain, wrongdoer",PDF,,
mishandle,"make a mess of, destroy or ruin",XLSX,,
misnomer,"(noun, N) a wrong or misleading name",BOTH,,
mold,the distinctive form in which a thing is made,XLSX,,
momentous,of very great significance,XLSX,,
moreover,in addition,XLSX,,
muckrake,explore and expose misconduct and scandals concerning public figures,XLSX,,
nadir,"(noun, -ve) the rock-bottom + lowest point",PDF,,
neophyte,"(noun, N) a beginner, novice",BOTH,,
nobility,a privileged class holding hereditary titles,GREG_MAT,,
nonnegotiable,(GRE vocabulary term),XLSX,,
novice,someone who has entered a religious order but has not taken final vows,XLSX,,
objectionable,causing disapproval or protest,XLSX,,
obsess,haunt like a ghost; pursue,XLSX,,
occlusion,closure or blockage (as of a blood vessel),GREG_MAT,,
officious,"(adj, -ve) meddlesomely + bossy / commanding",BOTH,,
old-timer,an experienced person who has been through many battles; someone who has given long service,XLSX,,
omniscient,"(adj, +ve) all-knowing",BOTH,,
ongoing,currently happening,XLSX,,
opportunistic,"(adj, -ve) exploiting chances without principle",PDF,,
orbit,the (usually elliptical) path described by one celestial body in its revolution about another,XLSX,,
orientation,the act of orienting,XLSX,,
ossify,"(verb, -ve) harden into rigidity, stop evolving",PDF,,
over-farmed,(GRE vocabulary term),XLSX,,
overbear,overcome,XLSX,,
painful,causing physical or psychological pain,XLSX,,
panache,"(noun, +ve) dashing flair and style",BOTH,,
panoply,a complete and impressive array,XLSX,,
paradoxical,"(adj, N) self-contradictory yet possibly true",BOTH,,
paralyze,make powerless and unable to function,XLSX,,
passable,"(adj, N) just adequate | traversable",PDF,,
patchwork,a theory or argument made up of miscellaneous or incongruous ideas,XLSX,,
patience,good-natured tolerance of delay or incompetence,XLSX,,
patriotism,love of country and willingness to sacrifice for it,XLSX,,
patron,a regular customer,XLSX,,
pecuniary,relating to or involving money,XLSX,,
pedestrain,(GRE vocabulary term),XLSX,,
penalty,the act of punishing,XLSX,,
penance,remorse for your past conduct,XLSX,,
penury,extreme poverty,GREG_MAT,,
perceive,to become aware of through the senses,XLSX,,
perception,the representation of what is perceived; basic component in the formation of a concept,XLSX,,
perpetrate,"(verb, -ve) commit (a crime, a hoax)",PDF,,
perpetrator,someone who perpetrates wrongdoing,GREG_MAT,,
pertain,be relevant to,XLSX,,
pessimism,the feeling that things will turn out badly,XLSX,,
petrify,cause to become stonelike or stiff or dazed and stunned,XLSX,,
philistine,"(noun, -ve) an uncultured person hostile to art",BOTH,,
piety,righteousness by virtue of being pious,GREG_MAT,,
pious,"(adj, N) devoutly religious (can imply show) + devout / spiritual",PDF,,
piquant,"(adj, +ve) pleasantly sharp, stimulating",PDF,,
plod,the act of walking with a slow heavy gait,XLSX,,
point,a geometric element that has position but no extension,XLSX,,
possess,"have as an attribute, knowledge, or skill",XLSX,,
potent,"(adj, +ve) powerfully + strong",PDF,,
precipitous,"(adj, -ve) dangerously steep | rashly hasty",PDF,,
precocious,"(adj, +ve) advanced beyond one's years",PDF,,
precociousness,intelligence achieved far ahead of normal developmental schedules,XLSX,,
precocity,intelligence achieved far ahead of normal developmental schedules,XLSX,,
preface,a short introductory essay preceding the text of a book,XLSX,,
